MAF/TIGER Object Identifier,Zip Code Tabulation Area Code,Geographic Identifier,Base Name,Legal/Statistical Area Description Code,Name,ZIP Code Tabulation Area FIPS Class Code,MAF/TIGER Feature Class Code,Functional Status,Land Area (Square Meters),Water Area (Square Meters),Centroid Latitude,Centroid Longitude,Internal Point Latitude,Internal Point Longitude,Decennial Housing Count,Decennial Population Count,Object ID,Shape Area,Shape Length
2.21704E+14,81137,81137,81137,Z5,ZCTA5 81137,B5,G6350,S,668834096,16883364,37.0554848,-107.6158634,37.0519107,-107.6136014,2273,5094,1,1078667525,269075.1256
2.21704E+14,80823,80823,80823,Z5,ZCTA5 80823,B5,G6350,S,731738462,2846899,38.6902303,-103.4674385,38.6634637,-103.4191862,107,199,2,1207532742,197082.936
2.21704E+14,81237,81237,81237,Z5,ZCTA5 81237,B5,G6350,S,139553440,99778,38.6284327,-106.5911043,38.6163123,-106.6212538,158,86,3,229172769.7,104085.0507
2.21704E+14,81251,81251,81251,Z5,ZCTA5 81251,B5,G6350,S,360471060,9653596,39.1346365,-106.4371477,39.1425479,-106.4375793,268,240,4,616032937.3,143934.1321
2.21704E+14,81435,81435,81435,Z5,ZCTA5 81435,B5,G6350,S,494557778,1109655,37.9001633,-107.9239687,37.8687513,-107.9251168,5024,5499,5,797381291.8,230585.6138
2.21704E+14,81413,81413,81413,Z5,ZCTA5 81413,B5,G6350,S,397455070,6044571,38.9716908,-107.9084694,38.9757405,-107.8990733,2996,5271,6,668506774.9,128862.1674
2.21704E+14,81040,81040,81040,Z5,ZCTA5 81040,B5,G6350,S,1229563248,426600,37.7927769,-105.2493791,37.7832216,-105.2272078,418,448,7,1972991479,280480.6241
2.21704E+14,80745,80745,80745,Z5,ZCTA5 80745,B5,G6350,S,397076614,35014,40.8880289,-103.4007014,40.8954961,-103.4125563,49,117,8,695508282.2,187998.1847
2.21704E+14,81252,81252,81252,Z5,ZCTA5 81252,B5,G6350,S,1587543753,3103440,38.1088737,-105.4213565,38.1106427,-105.4275212,3692,4252,9,2573377288,254842.8151
2.21704E+14,81330,81330,81330,Z5,ZCTA5 81330,B5,G6350,S,166136042,0,37.234851,-108.4782864,37.234851,-108.4782864,57,28,10,262571246.2,91118.47052
2.21704E+14,83352,83352,83352,Z5,ZCTA5 83352,B5,G6350,S,563649716,3934957,43.0512364,-114.4058473,43.050625,-114.4129475,1496,3516,11,1063427545,326634.931
2.21704E+14,83836,83836,83836,Z5,ZCTA5 83836,B5,G6350,S,242395425,31414400,48.2704219,-116.247999,48.2443115,-116.192345,905,1041,12,617556234,123982.9901
2.21704E+14,83283,83283,83283,Z5,ZCTA5 83283,B5,G6350,S,148318026,2049033,42.3570745,-111.6644369,42.3577661,-111.6678121,45,143,13,275540091.8,96170.19411
2.21704E+14,83867,83867,83867,Z5,ZCTA5 83867,B5,G6350,S,10896765,0,47.5062454,-115.9469836,47.5062454,-115.9469836,262,616,14,23866261.01,26912.05116
2.21704E+14,83554,83554,83554,Z5,ZCTA5 83554,B5,G6350,S,563863070,4088022,45.6851943,-116.2994534,45.6882058,-116.2692064,383,547,15,1163565137,351606.2255
2.21704E+14,83442,83442,83442,Z5,ZCTA5 83442,B5,G6350,S,335226523,4550700,43.6293058,-111.8248307,43.6287114,-111.8340266,7588,23831,16,648754293.3,243129.8259
2.21704E+14,83611,83611,83611,Z5,ZCTA5 83611,B5,G6350,S,6937946791,99471814,45.0373418,-115.2499033,45.3438741,-115.0523348,3188,2596,17,14095505158,1714476.465
2.21704E+14,83617,83617,83617,Z5,ZCTA5 83617,B5,G6350,S,580079587,9438006,43.9330249,-116.5037366,43.9368188,-116.5051928,6924,17502,18,1137009033,236066.9636
2.21704E+14,83341,83341,83341,Z5,ZCTA5 83341,B5,G6350,S,220626885,1117466,42.4286019,-114.3705436,42.4356069,-114.3747111,2926,8838,19,407259219.2,168079.176
2.21704E+14,83332,83332,83332,Z5,ZCTA5 83332,B5,G6350,S,228153143,6206596,42.7975668,-114.9296158,42.7975306,-114.9288681,1189,2434,20,435517515,130564.9679
2.21704E+14,83321,83321,83321,Z5,ZCTA5 83321,B5,G6350,S,469258549,364637,42.3594568,-114.8630398,42.3456247,-114.8474422,212,500,21,860630908.4,210010.403
2.21704E+14,15445,15445,15445,Z5,ZCTA5 15445,B5,G6350,S,55090047,19940,39.8734166,-79.6576533,39.8761128,-79.6678485,1311,2688,22,93678476.8,57721.31507
2.21704E+14,16114,16114,16114,Z5,ZCTA5 16114,B5,G6350,S,29167064,0,41.4043028,-80.1876786,41.4043028,-80.1876786,282,613,23,51888361.4,41925.15301
2.21704E+14,18224,18224,18224,Z5,ZCTA5 18224,B5,G6350,S,36964082,274149,41.0250178,-75.8872787,41.024571,-75.8892651,3053,6377,24,65488669.73,63567.93104
2.21704E+14,18825,18825,18825,Z5,ZCTA5 18825,B5,G6350,S,9605588,65499,41.8228324,-75.5990382,41.8256175,-75.6074589,75,169,25,17427910.38,32554.33125
2.21704E+14,18822,18822,18822,Z5,ZCTA5 18822,B5,G6350,S,112409007,1188582,41.9480232,-75.80102,41.9401239,-75.7949617,1587,3200,26,205506936,77676.57015
2.21704E+14,17855,17855,17855,Z5,ZCTA5 17855,B5,G6350,S,5019827,42149,40.8873216,-76.972165,40.8899929,-76.9678533,407,924,27,8865352.875,12924.62543
2.21704E+14,17048,17048,17048,Z5,ZCTA5 17048,B5,G6350,S,87394222,17973,40.6055307,-76.7266714,40.5822532,-76.6919865,1742,4006,28,151810316.3,108931.7136
2217026263542736,17342,17342,17342,Z5,ZCTA5 17342,B5,G6350,S,657700,0,39.8527981,-76.7078358,39.8527981,-76.7078358,142,309,29,1117325.734,8037.379103
2217026263542737,15488,15488,15488,Z5,ZCTA5 15488,B5,G6350,S,1046433,0,39.9775084,-79.7597358,39.9775084,-79.7597358,29,65,30,1784151.441,10695.49245
2217026263542754,18933,18933,18933,Z5,ZCTA5 18933,B5,G6350,S,1617774,133223,40.4025835,-75.042066,40.4024635,-75.0392407,109,198,31,3022770.52,13102.92734
2217026263542762,18946,18946,18946,Z5,ZCTA5 18946,B5,G6350,S,3234564,4543,40.2891926,-75.0100483,40.2861529,-75.0051533,161,543,32,5573102.293,11895.37134
2.21704E+14,16620,16620,16620,Z5,ZCTA5 16620,B5,G6350,S,1840063,37334,40.839489,-78.3526102,40.8385475,-78.351235,195,415,33,3283327.383,8092.8615
2.21704E+14,15753,15753,15753,Z5,ZCTA5 15753,B5,G6350,S,98028927,428867,40.7868061,-78.6472704,40.7833205,-78.6309012,246,514,34,171919614,107336.5856
2.21704E+14,18920,18920,18920,Z5,ZCTA5 18920,B5,G6350,S,10007157,8295,40.4926021,-75.0906857,40.4930025,-75.0866965,247,480,35,17335864.7,36337.04464
2.21704E+14,16332,16332,16332,Z5,ZCTA5 16332,B5,G6350,S,10220672,67239,41.3609342,-79.3687099,41.3567172,-79.3695448,61,119,36,18278000.06,22350.87471
2.21704E+14,18441,18441,18441,Z5,ZCTA5 18441,B5,G6350,S,7327327,32807,41.6583275,-75.6256599,41.6632809,-75.6192487,170,316,37,13196157.96,27587.3293
2.21704E+14,19436,19436,19436,Z5,ZCTA5 19436,B5,G6350,S,548968,0,40.2025018,-75.2488052,40.2025018,-75.2488052,359,573,38,942140.9023,5752.473206
2.21704E+14,17749,17749,17749,Z5,ZCTA5 17749,B5,G6350,S,864452,0,41.0723028,-76.8135295,41.0723028,-76.8135295,126,291,39,1522434.953,6245.346457
2217026263542719,19490,19490,19490,Z5,ZCTA5 19490,B5,G6350,S,1883468,0,40.1967232,-75.3540043,40.1967232,-75.3540043,108,316,40,3231866.121,9316.365618
2.21704E+14,18936,18936,18936,Z5,ZCTA5 18936,B5,G6350,S,3122592,0,40.2300621,-75.2315905,40.2264925,-75.2280909,90,253,41,5363323.578,19137.22057
2.21704E+14,99840,99840,99840,Z5,ZCTA5 99840,B5,G6350,S,1147178436,27779583,59.5581705,-135.3378018,59.5603794,-135.3382787,760,1240,42,4562496773,295074.6282
2.21704E+14,68431,68431,68431,Z5,ZCTA5 68431,B5,G6350,S,127616828,3478439,40.0677618,-95.4339982,40.067562,-95.4381827,194,341,43,224102863.8,109364.3333
2.21704E+14,68364,68364,68364,Z5,ZCTA5 68364,B5,G6350,S,2581824,1325,40.8365516,-97.2256309,40.836151,-97.2299181,93,183,44,4517196.48,8508.924859
2.21704E+14,68658,68658,68658,Z5,ZCTA5 68658,B5,G6350,S,189348977,210964,41.1996771,-97.2936704,41.1995326,-97.2926706,307,691,45,335134278.5,112437.2758
2.21704E+14,68788,68788,68788,Z5,ZCTA5 68788,B5,G6350,S,484162113,5811050,41.8386677,-96.7257465,41.8354834,-96.7255043,2261,4861,46,883398317.7,175409.5303
2.21704E+14,68018,68018,68018,Z5,ZCTA5 68018,B5,G6350,S,115691882,514511,41.3021012,-96.6157557,41.3020966,-96.6151953,196,534,47,206088253.6,110713.4667
2.21704E+14,68050,68050,68050,Z5,ZCTA5 68050,B5,G6350,S,147339395,1011897,41.3059041,-96.8430208,41.300053,-96.8423207,295,597,48,263126806.8,96602.99555
2.21704E+14,68855,68855,68855,Z5,ZCTA5 68855,B5,G6350,S,417535552,42202,41.162427,-99.3264216,41.1693373,-99.3254527,190,402,49,737429396.2,185052.4156
2.21704E+14,68834,68834,68834,Z5,ZCTA5 68834,B5,G6350,S,299192333,43328,41.0182086,-99.6505235,41.0149153,-99.6577834,106,228,50,526144262.8,194519.965
2.21704E+14,68874,68874,68874,Z5,ZCTA5 68874,B5,G6350,S,660901854,112526,41.6336494,-99.4263222,41.6345462,-99.4444105,468,838,51,1184251863,250689.4549
2.21704E+14,68015,68015,68015,Z5,ZCTA5 68015,B5,G6350,S,142759875,1410078,41.3835096,-96.6473822,41.3866137,-96.6497176,475,1039,52,256315933.8,89148.35543
2.21704E+14,68414,68414,68414,Z5,ZCTA5 68414,B5,G6350,S,82740514,1461539,40.319655,-95.6991114,40.3176005,-95.6978861,131,251,53,145005169.5,87013.93047
2.21704E+14,68812,68812,68812,Z5,ZCTA5 68812,B5,G6350,S,317824638,68004,40.9050195,-99.2789975,40.9090857,-99.2804456,321,783,54,557049089.7,153106.108
2.21704E+14,68632,68632,68632,Z5,ZCTA5 68632,B5,G6350,S,399290053,2326999,41.2426429,-97.1328715,41.2431339,-97.1338743,1719,3966,55,710970079.3,172016.2346
2.21704E+14,68421,68421,68421,Z5,ZCTA5 68421,B5,G6350,S,128139705,1884657,40.4919576,-95.744195,40.4939808,-95.7435494,335,987,56,225056656.7,85258.46645
2.21704E+14,68417,68417,68417,Z5,ZCTA5 68417,B5,G6350,S,59338894,363763,40.735906,-96.0919879,40.7330164,-96.0944973,128,298,57,104089559.5,72259.6003
2.21704E+14,68878,68878,68878,Z5,ZCTA5 68878,B5,G6350,S,315923236,91099,40.9861848,-99.5056266,40.9813327,-99.5068341,192,400,58,555109831.4,127881.9215
2.21704E+14,68734,68734,68734,Z5,ZCTA5 68734,B5,G6350,S,144979696,62235,42.4252297,-98.8044591,42.4290509,-98.7983381,57,161,59,266356431.7,99520.72128
2.21704E+14,68820,68820,68820,Z5,ZCTA5 68820,B5,G6350,S,104193669,1451256,41.1065921,-98.7005765,41.1128993,-98.7014157,189,399,60,186250193.8,80958.18542
2.21704E+14,68719,68719,68719,Z5,ZCTA5 68719,B5,G6350,S,132865227,2124640,42.9643867,-98.5742501,42.9693885,-98.5595649,92,126,61,252205268.7,103451.2266
2.21704E+14,68778,68778,68778,Z5,ZCTA5 68778,B5,G6350,S,1259208855,1467286,42.8695975,-99.7947125,42.8795347,-99.8072403,364,596,62,2348180444,244648.9167
2.21704E+14,68637,68637,68637,Z5,ZCTA5 68637,B5,G6350,S,417958596,942683,41.7876993,-98.6897985,41.8154548,-98.644164,275,291,63,754077531.2,184546.1565
2.21704E+14,68332,68332,68332,Z5,ZCTA5 68332,B5,G6350,S,109197729,89518,40.3282669,-96.4112176,40.3279285,-96.4103191,72,115,64,188252439.3,66024.71589
2.21704E+14,68773,68773,68773,Z5,ZCTA5 68773,B5,G6350,S,134401091,267542,42.3623727,-98.1199111,42.3622112,-98.1192324,90,165,65,246815108.7,99908.85885
2.21704E+14,68635,68635,68635,Z5,ZCTA5 68635,B5,G6350,S,124367925,688618,41.0854392,-97.022979,41.0845764,-97.0228863,238,487,66,220331356.9,84237.37603
2.21704E+14,68667,68667,68667,Z5,ZCTA5 68667,B5,G6350,S,40555815,134126,41.1123092,-97.3027791,41.1154554,-97.3069366,44,108,67,71747994.22,53498.16306
2.21704E+14,68379,68379,68379,Z5,ZCTA5 68379,B5,G6350,S,3226945,0,40.5291146,-95.8698019,40.5291146,-95.8698019,42,58,68,5591598.184,11855.73412
2.21704E+14,68380,68380,68380,Z5,ZCTA5 68380,B5,G6350,S,18081236,40641,40.2428179,-96.405933,40.2426064,-96.4055992,38,61,69,31137543.33,29267.44068
2.21704E+14,68382,68382,68382,Z5,ZCTA5 68382,B5,G6350,S,110329,0,40.5972198,-96.0241774,40.5972198,-96.0241774,17,35,70,191560.4102,1975.767035
2.21704E+14,68745,68745,68745,Z5,ZCTA5 68745,B5,G6350,S,338002977,45907,42.4465538,-97.087845,42.4561965,-97.083883,698,1523,71,621215810.1,150141.7345
2.21704E+14,68722,68722,68722,Z5,ZCTA5 68722,B5,G6350,S,252947297,287847,42.9207141,-98.8711799,42.9299355,-98.8690159,283,472,72,472461205.5,111092.9336
2.21704E+14,68790,68790,68790,Z5,ZCTA5 68790,B5,G6350,S,166337087,86189,42.1738265,-97.1861511,42.1683892,-97.1860377,352,713,73,303207338.3,98120.13765
2.21704E+14,68783,68783,68783,Z5,ZCTA5 68783,B5,G6350,S,557570526,1977252,42.6251999,-98.1460968,42.636497,-98.1393936,517,959,74,1034107546,167854.8709
2.21704E+14,68111,68111,68111,Z5,ZCTA5 68111,B5,G6350,S,13540481,19547,41.2956529,-95.9640042,41.2954577,-95.9649156,9822,25048,75,24043556.5,27669.80829
2.21704E+14,68131,68131,68131,Z5,ZCTA5 68131,B5,G6350,S,5356005,0,41.2643201,-95.9647437,41.2643201,-95.9647437,7649,13609,76,9487782.355,19390.53945
2.21704E+14,68510,68510,68510,Z5,ZCTA5 68510,B5,G6350,S,11786452,76029,40.8065337,-96.6484786,40.8070972,-96.648326,9764,20669,77,20725495.54,29675.43314
2.21704E+14,68025,68025,68025,Z5,ZCTA5 68025,B5,G6350,S,320884847,14017828,41.437436,-96.4914948,41.4378991,-96.491294,13674,31301,78,596398063.4,182067.5967
2.21704E+14,68108,68108,68108,Z5,ZCTA5 68108,B5,G6350,S,8513673,228752,41.237497,-95.9310223,41.2375557,-95.9313922,6095,15623,79,15473987.36,24678.99343
2.21704E+14,68524,68524,68524,Z5,ZCTA5 68524,B5,G6350,S,74220874,2814986,40.87151,-96.8025897,40.9069918,-96.7873676,2081,5843,80,134855159.1,98561.06099
2.21704E+14,69351,69351,69351,Z5,ZCTA5 69351,B5,G6350,S,1917943138,62388585,42.1162544,-102.4211678,42.1151271,-102.4131291,114,195,81,3601681294,498165.7335
2.21704E+14,68028,68028,68028,Z5,ZCTA5 68028,B5,G6350,S,163133061,6517251,41.1051159,-96.2610086,41.1068879,-96.2617711,5417,15954,82,299077494.9,92400.23448
2.21704E+14,69367,69367,69367,Z5,ZCTA5 69367,B5,G6350,S,604841552,4257584,42.8164419,-103.3232173,42.8143524,-103.3169322,137,245,83,1132601412,226511.6785
2.21704E+14,68406,68406,68406,Z5,ZCTA5 68406,B5,G6350,S,138819226,3999,40.5056762,-97.3787737,40.5034858,-97.3817534,232,370,84,240383840.3,105918.2809
2.21704E+14,68046,68046,68046,Z5,ZCTA5 68046,B5,G6350,S,72536495,2878404,41.1220448,-96.0613796,41.1218184,-96.052772,11914,32242,85,133017300,76401.57783
2.21704E+14,68416,68416,68416,Z5,ZCTA5 68416,B5,G6350,S,117023750,109315,40.4108974,-97.4618617,40.4103912,-97.4597091,112,233,86,202258676.5,86823.52301
2.21704E+14,68365,68365,68365,Z5,ZCTA5 68365,B5,G6350,S,130657109,323501,40.6156093,-97.7306486,40.619345,-97.7350146,105,227,87,227544566.2,87167.82356
2.21704E+14,68142,68142,68142,Z5,ZCTA5 68142,B5,G6350,S,52157468,171618,41.3701262,-96.1027441,41.369212,-96.1018717,2168,5511,88,92996523.89,55983.33742
2.21704E+14,68164,68164,68164,Z5,ZCTA5 68164,B5,G6350,S,22886482,576573,41.2988551,-96.1094906,41.2970217,-96.1058684,12492,28314,89,41606833.48,27721.02273
2.21704E+14,68116,68116,68116,Z5,ZCTA5 68116,B5,G6350,S,22016976,44732,41.2984248,-96.1662841,41.2984933,-96.1659878,13324,34003,90,39121331.54,26053.92311
2.21704E+14,69143,69143,69143,Z5,ZCTA5 69143,B5,G6350,S,674768075,1135390,41.1916161,-101.0192425,41.1927102,-101.0193739,650,1420,91,1194696720,228330.8917
2.21704E+14,69358,69358,69358,Z5,ZCTA5 69358,B5,G6350,S,509085246,535659,42.0747898,-103.9660861,42.0768233,-103.9797682,886,1870,92,925611286,194793.5077
2.21704E+14,69169,69169,69169,Z5,ZCTA5 69169,B5,G6350,S,544730159,593197,40.8214052,-101.1765522,40.8210434,-101.1798863,294,590,93,953193102.5,223692.4537
2.21704E+14,68357,68357,68357,Z5,ZCTA5 68357,B5,G6350,S,129381042,1322793,40.3153912,-96.5465782,40.312925,-96.5477556,172,382,94,225058087.1,76378.43863
2.21704E+14,68649,68649,68649,Z5,ZCTA5 68649,B5,G6350,S,261481645,10783509,41.5078351,-96.7889602,41.5050492,-96.7853642,876,1910,95,485897542.7,106840.9943
2.21704E+14,68947,68947,68947,Z5,ZCTA5 68947,B5,G6350,S,241540331,0,40.3013831,-99.0518933,40.3013831,-99.0518933,283,569,96,415736552.9,102992.6606
2.21704E+14,68633,68633,68633,Z5,ZCTA5 68633,B5,G6350,S,253064726,192644,41.7058123,-96.8966593,41.7062021,-96.8964042,500,1111,97,454738769.4,158362.2363
2.21704E+14,66866,66866,66866,Z5,ZCTA5 66866,B5,G6350,S,354669349,605488,38.1743932,-97.103821,38.1740493,-97.1031982,771,1509,98,575792309.2,125169.2183
2.21704E+14,67522,67522,67522,Z5,ZCTA5 67522,B5,G6350,S,148124568,415665,38.1228967,-97.7461132,38.122196,-97.7476116,838,2131,99,240401425.2,88307.05526
2.21704E+14,67735,67735,67735,Z5,ZCTA5 67735,B5,G6350,S,1670278113,505244,39.3510049,-101.7664746,39.3462772,-101.7738721,2700,5467,100,2797905974,275138.963
2.21704E+14,67020,67020,67020,Z5,ZCTA5 67020,B5,G6350,S,327837252,2585784,38.0087607,-97.6690954,38.0079319,-97.6759073,731,1666,101,533114612,152312.7613
2.21704E+14,66438,66438,66438,Z5,ZCTA5 66438,B5,G6350,S,91668403,175509,39.8333184,-96.5016385,39.8350444,-96.5109306,119,267,102,155940020.7,101536.0814
2.21704E+14,66540,66540,66540,Z5,ZCTA5 66540,B5,G6350,S,228470506,333629,39.4847756,-95.9732924,39.4847874,-95.9703708,230,509,103,384614789.9,120198.1999
2.21704E+14,66090,66090,66090,Z5,ZCTA5 66090,B5,G6350,S,211980687,5669943,39.7838602,-94.9703813,39.7879488,-94.9733667,1158,2609,104,369017826.8,137175.3282
2.21704E+14,67480,67480,67480,Z5,ZCTA5 67480,B5,G6350,S,429509858,1071396,38.9706142,-97.4027529,38.9658066,-97.4005017,715,1707,105,713355998.7,180682.9968
2.21704E+14,66406,66406,66406,Z5,ZCTA5 66406,B5,G6350,S,155869545,337271,39.8926694,-96.4201331,39.894106,-96.4207292,203,443,106,265676025.9,104618.3687
2.21704E+14,66403,66403,66403,Z5,ZCTA5 66403,B5,G6350,S,229281603,472029,39.8942631,-96.2716628,39.8906129,-96.2701222,331,756,107,390782370.3,111828.7934
2.21704E+14,67232,67232,67232,Z5,ZCTA5 67232,B5,G6350,S,7970934,87912,37.6367769,-97.1679787,37.6438075,-97.1623284,132,333,108,12873019.97,16612.97962
2.21704E+14,67117,67117,67117,Z5,ZCTA5 67117,B5,G6350,S,3477987,3864,38.0740893,-97.3454,38.0742142,-97.3462417,764,1827,109,5627656.422,11498.30628
2.21704E+14,66109,66109,66109,Z5,ZCTA5 66109,B5,G6350,S,118756404,3227555,39.1637262,-94.8282852,39.1653507,-94.8293414,10150,26160,110,203192680.4,69796.66696
2.21704E+14,66621,66621,66621,Z5,ZCTA5 66621,B5,G6350,S,522725,0,39.0331201,-95.7023799,39.0331201,-95.7023799,5,730,111,867526.1875,3867.311698
2.21704E+14,66543,66543,66543,Z5,ZCTA5 66543,B5,G6350,S,22965003,16481,38.6417558,-95.600292,38.6395701,-95.5994136,394,782,112,37726799.97,35218.09677
2.21704E+14,67647,67647,67647,Z5,ZCTA5 67647,B5,G6350,S,203379335,319356,39.9379237,-99.5316234,39.9367875,-99.5260672,124,243,113,346904161.7,91721.59474
2.21704E+14,66428,66428,66428,Z5,ZCTA5 66428,B5,G6350,S,218345663,585135,39.6768063,-95.9250645,39.6761162,-95.9313584,167,372,114,370046445.3,131462.4394
2.21704E+14,66415,66415,66415,Z5,ZCTA5 66415,B5,G6350,S,237167509,1888843,39.6918901,-96.1437936,39.6894119,-96.1376017,367,848,115,404238310.3,109996.3996
2.21704E+14,67452,67452,67452,Z5,ZCTA5 67452,B5,G6350,S,323641849,210419,39.2354371,-98.3693932,39.2412859,-98.3683563,123,215,116,540546436.8,151976.4054
2.21704E+14,67854,67854,67854,Z5,ZCTA5 67854,B5,G6350,S,1311490931,489043,38.0902867,-100.0023517,38.1009659,-100.0013176,574,1191,117,2121475778,237548.7656
2.21704E+14,66423,66423,66423,Z5,ZCTA5 66423,B5,G6350,S,393521164,1202418,38.8491951,-96.1294164,38.8539608,-96.1221997,404,855,118,651731337.9,184710.8254
2.21704E+14,66861,66861,66861,Z5,ZCTA5 66861,B5,G6350,S,530985062,20364686,38.3641384,-97.0061688,38.364105,-97.0063636,1658,3145,119,898213165.3,187383.93
2.21704E+14,66434,66434,66434,Z5,ZCTA5 66434,B5,G6350,S,569062484,1018826,39.8672378,-95.5467688,39.8630399,-95.5548035,2249,4783,120,968882425.1,190626.8455
2.21704E+14,66085,66085,66085,Z5,ZCTA5 66085,B5,G6350,S,62659653,718703,38.8006372,-94.6472204,38.8062762,-94.645167,4303,11231,121,104502891.6,52967.90341
2.21704E+14,67478,67478,67478,Z5,ZCTA5 67478,B5,G6350,S,4631258,0,39.3856956,-97.9499209,39.3856956,-97.9499209,49,90,122,7763076.746,15787.19674
2.21704E+14,67731,67731,67731,Z5,ZCTA5 67731,B5,G6350,S,844288490,359491,39.7626058,-101.5385588,39.7659322,-101.5373178,387,659,123,1431203068,202769.1676
2.21704E+14,66550,66550,66550,Z5,ZCTA5 66550,B5,G6350,S,172263947,499158,39.6553475,-95.8211274,39.6554422,-95.8206649,245,555,124,291831627.2,119925.1232
2.21704E+14,67467,67467,67467,Z5,ZCTA5 67467,B5,G6350,S,720610843,879356,39.1464341,-97.6990643,39.1423545,-97.6958199,1308,2822,125,1201224900,205330.4146
2.21704E+14,66071,66071,66071,Z5,ZCTA5 66071,B5,G6350,S,593803845,15983494,38.5736504,-94.865684,38.5744677,-94.8667005,5386,12416,126,999157048.1,220784.7857
2.21704E+14,66970,66970,66970,Z5,ZCTA5 66970,B5,G6350,S,91476995,2397070,39.9453308,-98.0233596,39.9501648,-98.016856,87,104,127,159904214.2,80571.20137
2.21704E+14,67423,67423,67423,Z5,ZCTA5 67423,B5,G6350,S,170406868,333279,38.9700243,-97.9806309,38.9656198,-97.9749454,155,285,128,282864638.4,131264.2345
2.21704E+14,66761,66761,66761,Z5,ZCTA5 66761,B5,G6350,S,112480448,847464,37.9146866,-95.5669411,37.9110393,-95.5701754,107,228,129,182382225.8,72782.11579
2.21704E+14,66714,66714,66714,Z5,ZCTA5 66714,B5,G6350,S,85603471,587500,37.6336804,-95.7048411,37.6366017,-95.6986207,96,183,130,137668303.2,69227.38653
2.21704E+14,67660,67660,67660,Z5,ZCTA5 67660,B5,G6350,S,40848777,0,38.7175421,-99.1480975,38.7175421,-99.1480975,36,59,131,67199029.48,43611.88267
2.21704E+14,67638,67638,67638,Z5,ZCTA5 67638,B5,G6350,S,187987734,93394,39.6341798,-98.8534627,39.6326888,-98.8471074,116,207,132,317513541,79480.10821
2.21704E+14,67674,67674,67674,Z5,ZCTA5 67674,B5,G6350,S,29225875,73999,38.8744384,-99.0819249,38.8889443,-99.096484,39,62,133,48411232.46,38329.12505
2.21704E+14,67623,67623,67623,Z5,ZCTA5 67623,B5,G6350,S,442720659,1207336,39.4535602,-98.9563257,39.4444712,-98.9542642,158,237,134,745570739.7,164220.2958
2.21704E+14,19731,19731,19731,Z5,ZCTA5 19731,B5,G6350,S,6545195,476654,39.5102288,-75.5959711,39.5094336,-75.6012906,147,329,135,11812112.24,16710.24964
2.21704E+14,19736,19736,19736,Z5,ZCTA5 19736,B5,G6350,S,392108,0,39.7803309,-75.6428125,39.7803309,-75.6428125,9,34,136,664733.6055,4665.578135
2.21704E+14,19702,19702,19702,Z5,ZCTA5 19702,B5,G6350,S,72751908,637534,39.6220626,-75.7280079,39.6181998,-75.7297243,21815,55653,137,123851092.4,91162.81132
2.21704E+14,19701,19701,19701,Z5,ZCTA5 19701,B5,G6350,S,68824754,2037660,39.5842446,-75.6991391,39.5838947,-75.6969951,16362,42717,138,119456930.8,77016.93331
2.21704E+14,19803,19803,19803,Z5,ZCTA5 19803,B5,G6350,S,32787508,25744,39.7995306,-75.5422873,39.7998719,-75.5422315,8951,21886,139,55658560.81,52224.54994
2.21704E+14,19735,19735,19735,Z5,ZCTA5 19735,B5,G6350,S,1163676,0,39.8066432,-75.5973311,39.8066432,-75.5973311,8,16,140,1974255.316,6315.362929
2.21704E+14,19732,19732,19732,Z5,ZCTA5 19732,B5,G6350,S,4551207,0,39.8002958,-75.5745993,39.8002958,-75.5745993,154,223,141,7720014.07,17054.20224
2.21704E+14,19979,19979,19979,Z5,ZCTA5 19979,B5,G6350,S,8503310,0,39.0503674,-75.5764624,39.0503674,-75.5764624,297,722,142,14119110.31,21714.76296
2.21704E+14,19940,19940,19940,Z5,ZCTA5 19940,B5,G6350,S,106992534,235,38.4772336,-75.5682218,38.4775616,-75.5649307,2600,6541,143,174845332,94881.26781
2.21704E+14,19804,19804,19804,Z5,ZCTA5 19804,B5,G6350,S,18586023,171658,39.7165784,-75.6209496,39.7187611,-75.6218676,7684,18292,144,31741237.95,34974.48834
2.21704E+14,19802,19802,19802,Z5,ZCTA5 19802,B5,G6350,S,9023181,143910,39.7571358,-75.5287232,39.7550415,-75.5264624,11427,26189,145,15530404.32,20595.15424
2.21704E+14,19810,19810,19810,Z5,ZCTA5 19810,B5,G6350,S,20453661,0,39.818682,-75.5061826,39.818682,-75.5061826,10673,25270,146,34713107.32,29546.52511
2.21704E+14,19709,19709,19709,Z5,ZCTA5 19709,B5,G6350,S,201107210,15671695,39.4900238,-75.6788364,39.4943689,-75.67747,17220,49599,147,364454190.9,130998.0628
2.21704E+14,19960,19960,19960,Z5,ZCTA5 19960,B5,G6350,S,78446712,723134,38.8508449,-75.4136038,38.8509127,-75.4087158,2816,7121,148,130723761.6,78267.34636
2.21704E+14,19968,19968,19968,Z5,ZCTA5 19968,B5,G6350,S,165497206,5507582,38.776355,-75.2827425,38.7829203,-75.2798022,7116,13800,149,281774788.1,143698.9216
2.21704E+14,19958,19958,19958,Z5,ZCTA5 19958,B5,G6350,S,122437583,21722316,38.7303824,-75.1631807,38.7287137,-75.1685073,19070,27911,150,237237461,115338.6782
2.21704E+14,19967,19967,19967,Z5,ZCTA5 19967,B5,G6350,S,4203949,0,38.5397059,-75.1208625,38.5397059,-75.1208625,1534,1802,151,6881846.508,22107.83857
